"Year","Country Name","Region","EF_2021 Score","EF1_Rule of law","EF1_1_Property Rights","EF1_2_Judical Effectiveness","EF1_3_Government Integrity","EF2_Government size","EF2_1_Tax Burden","EF2_2_Gov't Spending","EF2_3_Fiscal Health","EF3_Regulatory efficiency","EF3_1_Business Freedom","EF3_2_Labor Freedom","EF3_3_Monetary Freedom","EF4_Market openness","EF4_1_Trade Freedom","EF4_2_Investment Freedom ","EF4_3_Financial Freedom","WHI_1_Ladder score","WHI_11_Log GDP per capita","WHI_12_Social support","WHI_13_Healthy life expectancy","WHI_14_Freedom to make life choices","WHI_15_Generosity","WHI_16_Perceptions of corruption","WHI_17_Dystopia + residual"
"2021","Mexico","Americas","65.5","43.0","53.4","35.9","39.8","81.5","76.1","79.8","88.7","65.3","65.6","58.2","72.1","72.2","81.6","75","60","63.1680","11.2623","8.2972","6.3365","5.8499","0.9220","0.8945","29.6056"
"2021","Netherlands","Europe","76.8","84.1","88.9","72.8","90.6","64.9","51.7","47.7","95.3","73.7","80.5","60.1","80.4","84.7","84.0","90","80","74.6400","15.0107","10.7915","7.5343","6.4659","3.0240","3.8353","27.9782"
"2021","New Zealand","Asia-Pacific","83.9","89.0","91.3","80.5","95.3","75.6","70.6","58.1","98.2","87.7","89.9","86.3","86.9","83.4","90.2","80","80","72.7660","14.0007","10.9390","7.8492","6.6540","2.7555","4.4494","26.1180"
"2021","Norway","Europe","73.4","88.2","82.4","86.3","95.8","59.7","57.1","25.3","96.6","72.9","85.5","57.8","75.4","73.0","84.0","75","60","73.9250","15.4346","11.0809","7.8177","7.0314","2.4892","4.2684","25.8030"
"2021","Poland","Europe","69.7","59.1","63.3","48.9","65.0","72.2","73.9","48.1","94.6","69.5","61.6","66.1","80.8","78.0","84.0","80","70","61.6610","13.0898","9.8157","6.6844","5.5837","0.8043","1.3009","24.3825"
"2021","Portugal","Europe","67.5","70.3","74.1","68.5","68.2","60.2","60.0","42.4","78.2","68.3","75.9","44.1","85.0","71.3","84.0","70","60","59.2900","13.2268","9.3913","7.5971","6.2055","0.2855","0.3317","22.2522"
"2021","Slovakia","Europe","66.3","54.9","71.5","44.4","48.8","72.9","78.4","47.0","93.4","60.9","55.6","52.2","74.8","76.3","84.0","75","70","63.3090","13.0442","10.6625","6.5266","4.6803","1.0723","0.1792","27.1443"
"2021","Slovenia","Europe","68.3","67.3","77.3","56.3","68.2","63.9","58.2","42.5","91.1","74.1","78.8","61.5","81.9","68.0","84.0","70","50","64.6070","13.6047","10.9349","7.2192","6.8980","1.2230","0.8473","23.8797"
"2021","South Korea","Asia-Pacific","74.0","71.0","80.7","63.4","68.9","82.2","63.0","86.9","96.7","76.6","89.5","55.8","84.4","66.3","79.0","60","60","58.4550","14.0286","7.5803","8.0066","3.5321","1.3368","1.3536","22.6169"
"2021","Spain","Europe","69.9","70.7","76.4","65.4","70.3","59.9","61.7","48.1","69.8","69.2","66.3","57.9","83.5","79.7","84.0","85","70","64.9070","13.7496","10.5658","8.2586","4.6193","1.3504","1.2376","25.1259"
"2021","Sweden","Europe","74.7","86.1","86.6","79.1","92.5","56.9","43.6","29.5","97.6","72.9","83.2","53.9","81.5","83.0","84.0","85","80","73.6270","14.7843","10.6159","7.6287","6.8490","2.4422","4.4761","26.8309"
"2021","Switzerland","Europe","81.9","85.2","85.4","82.2","87.9","78.3","70.4","67.6","96.9","77.2","73.6","72.5","85.4","87.0","86.0","85","90","75.7150","15.6590","10.7947","8.1641","6.5349","2.0404","4.1302","28.3915"
"2021","Turkey","Europe","64.0","55.2","61.5","58.6","45.4","71.2","73.2","64.5","75.8","60.9","68.5","48.8","65.4","68.7","76.0","70","60","49.4760","12.5954","8.0920","5.8961","2.3613","0.9700","1.0442","18.5170"
"2021","United Kingdom","Europe","78.4","83.6","87.6","76.7","86.5","65.7","64.9","54.8","77.3","82.9","94.4","73.2","81.0","81.3","84.0","80","80","70.6360","14.2258","10.6199","7.5657","5.8035","3.4024","3.0604","25.9583"
"2021","United States","Americas","74.8","76.3","79.7","72.4","76.8","57.7","76.0","62.2","34.9","83.6","82.5","87.1","81.1","81.8","80.4","85","80","69.5150","15.3298","10.3015","6.2114","5.5392","2.5219","1.5387","28.0730"
